id,titulo,organizacion,tipo_org,sector,subsector,pais_contexto,año,idioma,tipo_documento,nivel_toc,url,url_pdf,descripcion,palabras_clave,estado_descarga
158,EngenderHealth Theory of Change — Reproductive Health,EngenderHealth,ONG internacional,Salud,Salud reproductiva,Africa / Asia,2019,EN,Documento de programa,Organizacional,https://www.engenderhealth.org/our-approach/theory-of-change/,https://www.engenderhealth.org/wp-content/uploads/2019/05/EngenderHealth-Theory-of-Change.pdf,ToC de EngenderHealth para la salud reproductiva y los derechos sexuales. Explica como el acceso a servicios de salud reproductiva genera bienestar y autonomia en mujeres.,"reproductive health, sexual rights, EngenderHealth, theory of change, women, family planning",pendiente
159,Resonance — Theory of Change for Market Systems Agriculture,Resonance / USAID Feed the Future,Consultora de desarrollo,Nutricion / Seguridad alimentaria,Sistemas de mercado agricola,Africa,2020,EN,Documento de programa,Programa especifico,https://www.resonanceglobal.com/theory-of-change,https://www.resonanceglobal.com/wp-content/uploads/2020/Feed-the-Future-TOC.pdf,ToC de Resonance para programas Feed the Future de USAID en sistemas de mercado agricola. Articula como el fortalecimiento de cadenas de valor genera seguridad alimentaria.,"market systems, agriculture, Feed the Future, USAID, theory of change, food security",pendiente
160,Home Office Indicators of Integration 2019 — Theory of Change Guide,Home Office UK,Gobierno,Migracion e integracion,Indicadores de integracion de migrantes,UK,2019,EN,Guia de programa,Marco general,https://www.gov.uk/government/publications/home-office-indicators-of-integration-framework-2019,https://assets.publishing.service.gov.uk/media/627ccc0ae90e0721b1444a89/home-office-indicators-of-integration-framework-2019-theory-of-change-guide-notes-partb.pdf,Guia del Home Office UK sobre como aplicar el marco de ToC a los indicadores de integracion de personas migrantes y refugiadas en el Reino Unido.,"integration, migrants, refugees, Home Office, theory of change, UK, indicators",pendiente
161,UK Aid Connect — Theory of Change Guidance Note,UK Aid Connect / DFID,Gobierno,Metodologia,Guia para grantees de ayuda UK,Global,2017,EN,Guia metodologica,Marco general,https://www.gov.uk/guidance/uk-aid-connect,https://assets.publishing.service.gov.uk/media/5964b5dd40f0b60a4000015b/UK-Aid-Connect-Theory-of-Change-Guidance.pdf,Nota de orientacion de UK Aid Connect sobre como desarrollar una ToC para programas de ayuda al desarrollo financiados por el gobierno del Reino Unido.,"UK Aid, theory of change, DFID, development, guidance, programme",pendiente
162,"Practical Approaches to Theory of Change in Conflict, Security, and Justice",FCDO / DFID,Gobierno,Paz y reconciliacion,"Conflicto, seguridad y justicia",Global,2013,EN,Guia metodologica,Marco general,https://www.gov.uk/,https://assets.publishing.service.gov.uk/media/5a7dc195ed915d2acb6edf32/Practical-approaches-theories-change-conflict-security-justice-prog-part2.pdf,"Guia de DFID sobre enfoques practicos de ToC en contextos de conflicto, seguridad y justicia. Aborda la complejidad y las limitaciones del cambio en entornos fragiles.","conflict, security, justice, DFID, theory of change, fragile states, complexity",pendiente
163,Teoria del Cambio — UNICEF LACRO Violencia contra la Primera Infancia,UNICEF LACRO,ONU,Infancia / Derechos,Violencia contra la primera infancia,America Latina,2017,ES,Marco conceptual,Marco general,https://www.unicef.org/lac/,https://www.unicef.org/lac/sites/unicef.org.lac/files/2018-03/20171023_UNICEF_LACRO_FrameworkViolencia_ECD_ESP.pdf,Marco conceptual de UNICEF LACRO sobre violencia contra la primera infancia. Define la teoria del cambio para la prevencion de la violencia en el contexto de 0 a 8 años.,"primera infancia, violencia, UNICEF, America Latina, prevencion, teoria del cambio",pendiente
164,Teoria del Cambio para Transformar la Educacion Superior,Proyecto THE (Transforming Higher Education),Proyecto de investigacion-accion,Educacion,Educacion superior,America Latina,2020,ES,Documento de programa,Programa especifico,https://transforminghigher.education/,https://transforminghigher.education/wp-content/uploads/2020/12/Proyecto-THE-teoria-de-cambio.pdf,Teoria del cambio del Proyecto THE para transformar la educacion superior en America Latina. Articula como el fortalecimiento institucional genera universidades mas equitativas.,"educacion superior, transformacion, THE, America Latina, teoria del cambio, equidad",pendiente
165,Teoria del Cambio — Violencia Sexual y Basada en Genero BID,Banco Interamericano de Desarrollo (BID),Banco multilateral,Genero / Igualdad,Prevencion de violencia de genero,America Latina,2020,ES,Informe tecnico,Marco general,https://publications.iadb.org/,https://publications.iadb.org/publications/spanish/document/Violencia-sexual-y-basada-en-genero-mapa-de-ruta-para-su-prevencion-y-atencion-en-America-Latina-y-el-Caribe.pdf,Mapa de ruta del BID para la prevencion y atencion de la violencia sexual y basada en genero en America Latina. Incluye marco de teoria del cambio para intervenciones.,"violencia genero, BID, America Latina, teoria del cambio, prevencion, atencion",pendiente
166,Conservation International Theory of Change — Biodiversity and People,Conservation International,ONG internacional,Medio ambiente / Sostenibilidad,Biodiversidad y comunidades,Global,2021,EN,Documento estrategico,Organizacional,https://www.conservation.org/our-work/theory-of-change,https://www.conservation.org/docs/default-source/publication-pdfs/ci-theory-of-change.pdf,ToC de Conservation International para conservar la naturaleza y mejorar el bienestar humano. Articula como la conservacion de ecosistemas genera beneficios para personas y planeta.,"biodiversity, conservation, theory of change, CI, ecosystems, human wellbeing",pendiente
167,WWF Theory of Change — Living Planet Strategy,WWF International,ONG internacional,Medio ambiente / Sostenibilidad,Planeta vivo,Global,2020,EN,Documento estrategico,Organizacional,https://wwf.panda.org/our_work/our_mission/history/our_strategies/,https://wwfeu.awsassets.panda.org/downloads/wwf_strategy_overview_2020.pdf,"Estrategia y ToC de WWF para revertir la perdida de naturaleza. Articula como la accion colectiva en sistemas alimentarios, energia, financiacion y ciudades genera un planeta vivo.","WWF, biodiversity, Living Planet, theory of change, nature, climate, food systems",pendiente
168,Amnesty International Theory of Change — Human Rights Campaigning,Amnesty International,ONG internacional,Gobernanza,Derechos humanos,Global,2019,EN,Documento estrategico,Organizacional,https://www.amnesty.org/en/about-us/our-impact/,https://www.amnesty.org/en/documents/org90/7215/2018/en/,"ToC de Amnesty International para la defensa de los derechos humanos. Explica como las campanas, la investigacion y la movilizacion generan cambios en politicas y legislacion.","human rights, Amnesty International, campaigning, theory of change, advocacy",pendiente
169,Engineers Without Borders Canada Theory of Change,Engineers Without Borders Canada (EWB),ONG internacional,Desarrollo economico / Pobreza,Tecnologia para el desarrollo,Africa,2020,EN,Documento estrategico,Organizacional,https://www.ewb.ca/our-work/theory-of-change/,https://www.ewb.ca/wp-content/uploads/2020/03/EWB-Theory-of-Change.pdf,ToC de Engineers Without Borders Canada para el desarrollo en Africa a traves de sistemas de mercado y liderazgo. Modelo de cambio sistemico a traves de la ingenieria social.,"EWB, Africa, systems change, technology, development, theory of change",pendiente
170,CIVICUS Theory of Change — Civil Society Strengthening,CIVICUS World Alliance for Citizen Participation,Red internacional,Gobernanza,Fortalecimiento de la sociedad civil,Global,2019,EN,Documento estrategico,Organizacional,https://www.civicus.org/index.php/about-us/who-we-are/theory-of-change,https://www.civicus.org/documents/CIVICUS-Theory-of-Change.pdf,"ToC de CIVICUS para el fortalecimiento de la sociedad civil global. Explica como una sociedad civil fuerte genera democracia, derechos y bienestar para todos.","civil society, CIVICUS, democracy, theory of change, civic space, participation",pendiente
171,Ashoka Theory of Change — Everyone a Changemaker,Ashoka,Fundacion / Red internacional,Empresa social / Emprendimiento,Emprendimiento social global,Global,2020,EN,Documento estrategico,Organizacional,https://www.ashoka.org/en/story/everyone-changemaker,https://www.ashoka.org/sites/default/files/Ashoka_Theory_of_Change.pdf,ToC de Ashoka para generar una sociedad donde todos sean agentes de cambio. Explica como el apoyo a emprendedores sociales crea un ecosistema de innovacion social.,"Ashoka, social entrepreneurship, changemaker, theory of change, innovation, fellows",pendiente
172,ICDP Theory of Change — Early Childhood Parenting Programs,ICDP (International Child Development Program),ONG internacional,Infancia / Derechos,Parentalidad y primera infancia,Global,2018,EN,Documento de programa,Programa especifico,https://www.icdp.net/theory-of-change/,https://www.icdp.net/wp-content/uploads/2018/02/ICDP-Theory-of-Change.pdf,ToC de ICDP para programas de parentalidad y desarrollo infantil temprano. Explica como el fortalecimiento de capacidades parentales genera mejor desarrollo infantil.,"parenting, early childhood, ICDP, theory of change, caregiver, child development",pendiente
173,PACT Theory of Change — Strengthening Civil Society and Governance,Pact Inc.,ONG internacional,Gobernanza,Sociedad civil y gobernanza,Global,2019,EN,Documento estrategico,Organizacional,https://www.pactworld.org/our-work/theory-of-change,https://www.pactworld.org/sites/default/files/Pact-Theory-of-Change.pdf,ToC de Pact para el fortalecimiento de la sociedad civil y la gobernanza. Explica como la capacitacion de organizaciones locales genera sistemas mas justos.,"civil society, governance, Pact, theory of change, capacity building, community",pendiente
174,Root Capital Theory of Change — Agricultural Enterprises for Rural Communities,Root Capital,ONG / Empresa social,Inclusion financiera,Finanzas para empresas agricolas rurales,Africa / America Latina,2020,EN,Documento de programa,Organizacional,https://rootcapital.org/about-us/theory-of-change/,https://rootcapital.org/wp-content/uploads/2020/01/Root-Capital-Theory-of-Change.pdf,ToC de Root Capital para financiamiento de empresas agricolas rurales. Explica como el credito y formacion a cooperativas y empresas agricolas genera ingresos y sostenibilidad.,"Root Capital, agricultural enterprise, rural, theory of change, credit, cooperatives",pendiente
175,iDE (International Development Enterprises) Theory of Change — Market Access,iDE (International Development Enterprises),ONG internacional,Desarrollo economico / Pobreza,Acceso a mercados para pequenos agricultores,Asia / Africa / America Latina,2019,EN,Documento estrategico,Organizacional,https://www.ideglobal.org/our-approach/theory-of-change/,https://www.ideglobal.org/wp-content/uploads/2019/06/iDE-Theory-of-Change.pdf,ToC de iDE para el acceso a mercados y tecnologias para pequenos agricultores pobres. Modelo de empresa social que conecta pequenos productores con oportunidades economicas.,"market access, smallholders, iDE, theory of change, enterprise, poverty, agriculture",pendiente
176,Tostan Theory of Change — Community Empowerment in West Africa,Tostan,ONG,Infancia / Derechos,Empoderamiento comunitario y FGM,Africa occidental,2019,EN,Documento de programa,Programa especifico,https://www.tostan.org/our-approach/theory-of-change/,https://www.tostan.org/wp-content/uploads/2019/08/Tostan-Theory-of-Change.pdf,ToC de Tostan para el empoderamiento comunitario en Africa occidental. Modelo basado en derechos humanos que genera abandono de practicas daninas como la mutilacion genital femenina.,"community empowerment, FGM, West Africa, Tostan, theory of change, human rights",pendiente
177,Co-Impact Theory of Change — Systems Change at Scale,Co-Impact,Filantropía colaborativa,Metodologia,Cambio sistemico a escala,Global,2020,EN,Documento estrategico,Marco general,https://co-impact.org/our-approach/,https://co-impact.org/wp-content/uploads/2020/09/Co-Impact-Theory-of-Change.pdf,"ToC de Co-Impact para generar cambio sistemico a escala a traves de la filantropía colaborativa. Explica como el apoyo a sistemas de salud, educacion y genero genera cambio de largo alcance.","systems change, Co-Impact, collaborative philanthropy, scale, theory of change, gender",pendiente
178,IDinsight Theory of Change — Evidence-Based Decisions in Development,IDinsight,Think tank / Consultora,Metodologia,Decisiones basadas en evidencia,Global,2019,EN,Documento estrategico,Organizacional,https://www.idinsight.org/our-approach/theory-of-change/,https://www.idinsight.org/wp-content/uploads/2019/11/IDinsight-Theory-of-Change.pdf,ToC de IDinsight para promover decisiones basadas en evidencia en organizaciones de desarrollo. Articula como la investigacion rigurosa mejora los programas y politicas publicas.,"evidence-based, IDinsight, theory of change, research, development decisions",pendiente
179,Behavioural Insights Team Theory of Change — Nudges for Social Good,Behavioural Insights Team (BIT),Empresa social / Think tank,Metodologia,Economia del comportamiento,UK / Global,2020,EN,Documento estrategico,Organizacional,https://www.bi.team/about-us/theory-of-change/,https://www.bi.team/wp-content/uploads/2020/09/BIT-Theory-of-Change.pdf,ToC del Behavioural Insights Team para la aplicacion de economia del comportamiento al sector publico y social. Articula como los nudges y diseño de politicas generan cambios de comportamiento.,"behavioural insights, nudge, BIT, theory of change, behaviour change, public policy",pendiente
180,Solar Sister Theory of Change — Clean Energy Entrepreneurship,Solar Sister,ONG / Empresa social,Energia,Energia limpia y emprendimiento femenino,Africa,2019,EN,Documento de programa,Programa especifico,https://www.solarsister.org/our-impact/theory-of-change/,https://www.solarsister.org/wp-content/uploads/2019/08/Solar-Sister-Theory-of-Change.pdf,ToC de Solar Sister para el emprendimiento de energia limpia liderado por mujeres en Africa. Explica como el modelo de negocio de energia solar empodera mujeres rurales.,"solar energy, women, Africa, Solar Sister, theory of change, clean energy, entrepreneurship",pendiente
181,Clinton Health Access Initiative (CHAI) Theory of Change,Clinton Health Access Initiative (CHAI),ONG internacional,Salud,Acceso a salud en paises de bajos ingresos,Africa / Asia,2019,EN,Documento estrategico,Organizacional,https://www.clintonhealthaccess.org/our-approach/theory-of-change/,https://www.clintonhealthaccess.org/wp-content/uploads/2019/06/CHAI-Theory-of-Change.pdf,ToC de CHAI para el acceso a salud en paises de bajos ingresos. Explica como el trabajo con gobiernos y sector privado para reducir costos de medicamentos y fortalecer sistemas de salud.,"health access, CHAI, Africa, medicines, health systems, theory of change",pendiente
182,Amnesty International UK Theory of Change for Education,Amnesty International UK,ONG,Educacion,Educacion en derechos humanos,UK,2018,EN,Documento de programa,Programa especifico,https://www.amnesty.org.uk/education,https://www.amnesty.org.uk/files/Theory-of-Change-Amnesty-Education.pdf,ToC de Amnesty International UK para su programa de educacion en derechos humanos en escuelas. Articula como la educacion en derechos humanos forma ciudadanos activos y empoderados.,"human rights education, Amnesty International, theory of change, schools, UK, citizenship",pendiente
183,BRAC Theory of Change — Holistic Poverty Graduation,BRAC,ONG / Empresa social,Desarrollo economico / Pobreza,Graduacion de pobreza extrema,Bangladesh / Africa,2019,EN,Documento de programa,Programa especifico,https://www.brac.net/our-approach/theory-of-change/,https://www.brac.net/wp-content/uploads/2019/09/BRAC-Theory-of-Change.pdf,"ToC de BRAC para la graduacion de la pobreza extrema. El modelo BRAC combina apoyo a activos, formacion profesional, mentoria y proteccion social para generar inclusion economica.","BRAC, graduation, extreme poverty, Bangladesh, theory of change, assets, microfinance",pendiente
184,International Alert Theory of Change — Peacebuilding and Conflict Sensitivity,International Alert,ONG internacional,Paz y reconciliacion,Sensibilidad al conflicto,Global,2020,EN,Documento estrategico,Organizacional,https://www.international-alert.org/our-approach/theory-of-change/,https://www.international-alert.org/wp-content/uploads/2020/02/International-Alert-Theory-of-Change.pdf,ToC de International Alert para la construccion de paz y la sensibilidad al conflicto. Explica como el trabajo en contextos fragiles genera paz sostenible y resiliencia.,"peacebuilding, conflict sensitivity, International Alert, theory of change, fragile states",pendiente
185,FSD Africa Theory of Change — Financial Sector Development,FSD Africa,ONG / fondo de desarrollo,Inclusion financiera,Desarrollo del sector financiero,Africa,2018,EN,Documento estrategico,Organizacional,https://www.fsdafrica.org/about-us/theory-of-change/,https://www.fsdafrica.org/wp-content/uploads/2018/06/FSD-Africa-Theory-of-Change.pdf,ToC de FSD Africa para el desarrollo del sector financiero en Africa. Explica como mercados financieros mas incluyentes y eficientes generan crecimiento economico y reduccion de pobreza.,"financial sector development, Africa, FSD Africa, theory of change, inclusion, markets",pendiente
186,Prospera Theory of Change — Women's Funds and Feminist Movements,Prospera — International Network of Women's Funds,Red internacional,Genero / Igualdad,Fondos para mujeres y movimientos feministas,Global,2020,EN,Documento estrategico,Organizacional,https://prospera-inwf.org/our-theory-of-change/,https://prospera-inwf.org/wp-content/uploads/2020/06/Prospera-Theory-of-Change.pdf,ToC de Prospera para los fondos de mujeres y los movimientos feministas. Articula como el financiamiento a organizaciones de mujeres genera cambio de poder y justicia de genero.,"women's funds, feminist movements, Prospera, theory of change, gender justice, philanthropy",pendiente
187,SOS Children's Villages Theory of Change,SOS Children's Villages,ONG internacional,Infancia / Derechos,Cuidado alternativo de ninos,Global,2020,EN,Documento estrategico,Organizacional,https://www.sos-childrensvillages.org/about-us/strategy/theory-of-change,https://www.sos-childrensvillages.org/getmedia/SOSfamilies-Theory-of-Change.pdf,"ToC de SOS Aldeas Infantiles para el cuidado alternativo de ninos sin cuidado parental. Articula como la familia, el apoyo comunitario y la justicia generan bienestar infantil.","SOS Children's Villages, alternative care, theory of change, family, child wellbeing",pendiente
188,Developing a Theory of Change — UK Evaluation Academy,UK Government — Evaluation Task Force,Gobierno,Metodologia,Evaluacion de politicas publicas,UK,2020,EN,Material pedagogico,Marco general,https://www.gov.uk/government/organisations/evaluation-task-force,https://assets.publishing.service.gov.uk/media/67adca3663d7f4cceef9e11e/2-etf-evaluation-academy-20-developing-a-theory-of-change-slides.pdf,Presentacion de la Evaluation Task Force del gobierno UK sobre como desarrollar una Teoria del Cambio. Material de formacion de la UK Evaluation Academy.,"theory of change, UK government, evaluation, Evaluation Task Force, policy, programme",pendiente
189,Living Goods Theory of Change — Community Health Workers,Living Goods,ONG / Empresa social,Salud,Agentes de salud comunitarios,Africa,2019,EN,Documento de programa,Programa especifico,https://www.livinggoods.org/our-approach/theory-of-change/,https://www.livinggoods.org/wp-content/uploads/2019/05/Living-Goods-Theory-of-Change.pdf,ToC de Living Goods para el modelo de agentes de salud comunitarios en Africa. Explica como empoderar a mujeres como agentes de salud genera mejoras en mortalidad infantil y materna.,"community health workers, Africa, Living Goods, theory of change, child mortality, health",pendiente
190,CARE International Theory of Change — Women's Economic Empowerment,CARE International,ONG internacional,Genero / Igualdad,Empoderamiento economico de la mujer,Global,2020,EN,Documento de programa,Programa especifico,https://www.care-international.org/our-work/theory-of-change,https://www.care-international.org/files/files/care-theory-of-change-wee.pdf,"ToC de CARE para el empoderamiento economico de la mujer. Articula como el acceso a recursos financieros, habilidades y mercados genera agencia y poder para las mujeres.","women economic empowerment, CARE International, theory of change, gender, savings groups",pendiente
191,Fundacion ProAcceso — Teoria del Cambio Acceso Digital,Fundacion ProAcceso,Fundacion / ONG local,Inclusion digital,Acceso digital en Chile,Chile,2021,ES,Documento de programa,Programa especifico,https://www.proaccesodigital.cl/teoria-del-cambio,https://www.proaccesodigital.cl/wp-content/uploads/2021/teoria-del-cambio.pdf,Teoria del cambio de la Fundacion ProAcceso para el acceso digital en Chile. Articula como la conectividad y las habilidades digitales generan inclusion social y economica.,"inclusion digital, Chile, teoria del cambio, acceso, internet, habilidades digitales",pendiente
192,Tipping Point Community Theory of Change — Ending Childhood Marriage,Tipping Point Community / CARE,Programa / ONG,Genero / Igualdad,Matrimonio infantil,Nepal / Bangladesh,2019,EN,Documento de programa,Programa especifico,https://www.care-international.org/tipping-point,https://www.care-international.org/files/files/tipping-point-theory-of-change.pdf,"ToC del programa Tipping Point de CARE para acabar con el matrimonio infantil en Nepal y Bangladesh. Modelo de cambio que trabaja con comunidades, ninas y sistemas.","child marriage, girls, Nepal, Bangladesh, CARE, Tipping Point, theory of change",pendiente
193,Theory of Change for Using Evidence in Policymaking,Overseas Development Institute (ODI),Think tank,Gobernanza,Evidencia para politicas publicas,Global,2019,EN,Informe de investigacion,Marco general,https://odi.org/en/publications/theory-of-change-for-evidence-use/,https://odi.org/documents/theory-of-change-evidence-policymaking.pdf,Marco de ODI sobre ToC para el uso de evidencia en la formulacion de politicas publicas. Explica como la investigacion y los datos influyen en el diseño e implementacion de politicas.,"evidence use, policymaking, ODI, theory of change, research uptake, government",pendiente
194,Grupo Faro Theory of Change — Evidence-Based Governance Ecuador,Grupo Faro,Think tank,Gobernanza,Gobernanza basada en evidencia,Ecuador,2020,ES,Documento estrategico,Organizacional,https://www.grupofaro.org/,https://www.grupofaro.org/wp-content/uploads/2020/teoria-del-cambio.pdf,Teoria del cambio de Grupo Faro (Ecuador) para la gobernanza basada en evidencia. Articula como la investigacion independiente y el dialogo de politicas generan mejores decisiones publicas.,"gobernanza, evidencia, Ecuador, Grupo Faro, teoria del cambio, politicas publicas",pendiente
195,SPARK Theory of Change — Entrepreneurship in Crisis Settings,SPARK,ONG,Empleo / Juventud,Emprendimiento en contextos de crisis,Oriente Medio / Africa,2019,EN,Documento de programa,Programa especifico,https://www.sparkorg.net/theory-of-change/,https://www.sparkorg.net/wp-content/uploads/2019/SPARK-Theory-of-Change.pdf,ToC de SPARK para el fomento del emprendimiento en contextos de crisis y postconflicto. Explica como el acceso a educacion superior y formacion empresarial genera resiliencia economica.,"entrepreneurship, crisis, SPARK, theory of change, Middle East, refugees, youth",pendiente
196,Landesa Theory of Change — Women's Land Rights,Landesa / Women's Land Rights,ONG internacional,Genero / Igualdad,Derechos de la tierra para mujeres,Asia / Africa,2020,EN,Documento de programa,Programa especifico,https://www.landesa.org/what-we-do/women-land-rights/,https://www.landesa.org/wp-content/uploads/2020/Landesa-Women-Land-Rights-ToC.pdf,ToC de Landesa especificamente para los derechos de tenencia de la tierra para mujeres. Articula como la seguridad en la tenencia de la tierra empodera economicamente a las mujeres.,"women land rights, gender, Landesa, theory of change, tenure security, empowerment",pendiente
197,Fundacion Carvajal — Teoria del Cambio Desarrollo Empresarial,Fundacion Carvajal,Fundacion empresarial,Empleo / Juventud,Desarrollo empresarial y emprendimiento,Colombia,2021,ES,Documento de programa,Organizacional,https://www.fundacioncarvajal.org.co/,https://www.fundacioncarvajal.org.co/wp-content/uploads/2021/teoria-del-cambio.pdf,"Teoria del cambio de la Fundacion Carvajal para el desarrollo empresarial y el emprendimiento en el Valle del Cauca, Colombia.","Fundacion Carvajal, emprendimiento, Colombia, teoria del cambio, desarrollo empresarial",pendiente
198,Fundacion Saldarriaga Concha — Teoria del Cambio Inclusion Adulto Mayor,Fundacion Saldarriaga Concha,Fundacion empresarial,Discapacidad e inclusion,Adulto mayor y discapacidad,Colombia,2020,ES,Documento de programa,Organizacional,https://www.saldarriagaconcha.org/,https://www.saldarriagaconcha.org/wp-content/uploads/2020/teoria-del-cambio.pdf,Teoria del cambio de la Fundacion Saldarriaga Concha para la inclusion de adultos mayores y personas con discapacidad en Colombia.,"adulto mayor, discapacidad, Colombia, Saldarriaga Concha, teoria del cambio, inclusion",pendiente
199,Near East Foundation Theory of Change — Resilient Communities,Near East Foundation (NEF),ONG internacional,Accion humanitaria,Comunidades resilientes en Oriente Medio,Oriente Medio / Africa,2019,EN,Documento estrategico,Organizacional,https://www.neareast.org/our-work/theory-of-change/,https://www.neareast.org/wp-content/uploads/2019/NEF-Theory-of-Change.pdf,"ToC de la Near East Foundation para comunidades resilientes en Oriente Medio y Africa. Modelo de desarrollo que integra medios de vida, gobernanza y cohesion social.","Near East Foundation, resilience, Middle East, Africa, theory of change, livelihoods",pendiente
200,NPC Theory of Change — Institutional (NPC as Organisation),NPC (New Philanthropy Capital),Think tank,Metodologia,ToC institucional de NPC,UK,2018,EN,Documento estrategico,Organizacional,https://www.thinknpc.org/resource-hub/npcs-theory-of-change/,https://www.thinknpc.org/wp-content/uploads/2018/09/NPC-theory-of-change-1.pdf,ToC institucional de NPC como organizacion. Muestra como NPC aplica su propia metodologia a su mision de transformar el sector de la filantropía.,"NPC, theory of change, institutional, charity sector, philanthropy, UK",pendiente
